STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,TOTAL_PROFIT,USD_per_student,USD_PROFIT_per_student,CAPOUT_RATIO,STUDENT_REV_RANK,STUDENT_PROFIT_RANK,CAPOUT_RATIO_RANK,RANK_SUM
New Jersey,2014,1335350.0,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398.0,895858,712345,21308.681619051185,533.4519039952072,0.034022863798332754,4.0,8.0,4.0,16.0
New Mexico,2014,326637.0,3601387,466320,2505492,629575,3576216,1709599,1088329,147184.0,562323,25171,11025.65539115287,77.06108003686049,0.16032314212522827,35.0,23.0,49.0,107.0
New York,2014,2619312.0,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933.0,4060304,-1219081,23417.260715791017,-465.4203088444599,0.06642457974343677,2.0,50.0,16.0,68.0
North Carolina,2014,1441391.0,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335.0,609013,-77952,9340.112433059454,-54.08109250023068,0.04704642803950518,45.0,33.0,9.0,87.0
North Dakota,2014,103272.0,1568997,155894,901032,512071,1597210,758669,422005,100586.0,239992,-28213,15192.859632814316,-273.19118444496087,0.1577595296505773,14.0,46.0,48.0,108.0
Ohio,2014,1601566.0,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844.0,1546152,1449927,14546.705536955704,905.3182947190437,0.07395319051056692,17.0,4.0,23.0,44.0
Oklahoma,2014,670069.0,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999.0,687788,7675,9005.544205149023,11.454044284991546,0.115402684879065,48.0,27.0,43.0,118.0
Oregon,2014,566538.0,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975.0,311077,167728,11687.411965305064,296.057810773505,0.05064196818583183,31.0,14.0,10.0,55.0
Pennsylvania,2014,1605292.0,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079.0,1566997,447439,18107.65206579239,278.72748384717545,0.06033376765771968,8.0,15.0,14.0,37.0
Rhode Island,2014,135084.0,2313010,186551,867512,1258947,2258076,1277445,782773,92710.0,37897,54934,17122.753249829737,406.6654822184715,0.017298049821414307,10.0,10.0,1.0,21.0
South Carolina,2014,729386.0,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577.0,862750,-35045,11540.800070196028,-48.04726166940413,0.10682004014526783,33.0,32.0,40.0,105.0
South Dakota,2014,130653.0,1345549,186216,413544,745789,1355439,696235,413254,68154.0,146035,-9890,10298.646031855373,-75.69669276633526,0.11032516971650205,41.0,35.0,41.0,117.0
Tennessee,2014,992583.0,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241.0,549104,-195101,9306.81061432646,-196.55887719213405,0.05976646730506353,46.0,44.0,13.0,103.0
Texas,2014,4949469.0,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490.0,5766846,-319908,10663.134368555495,-64.6348123404753,0.11861554133808527,37.0,34.0,44.0,115.0
Utah,2014,570423.0,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794.0,490911,20033,7723.968002692739,35.11955163098262,0.11495972050590511,50.0,25.0,42.0,117.0
Vermont,2014,87990.0,1895044,102434,1495453,297157,1876197,955495,553032,59714.0,56780,18847,21537.038299806798,214.1947948630526,0.03494108691518448,3.0,19.0,5.0,27.0
Virginia,2014,1273211.0,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387.0,1041633,-342582,12054.45287544641,-269.06930587310353,0.06902486645410297,28.0,45.0,18.0,91.0
Washington,2014,1057773.0,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588.0,1525815,233897,12327.973015004165,221.12211221122112,0.12325667793317596,26.0,18.0,45.0,89.0
West Virginia,2014,280265.0,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824.0,286099,15016,12541.305550104365,53.577863807467935,0.08220375799772668,25.0,24.0,26.0,75.0
Wisconsin,2014,865119.0,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431.0,767074,75067,13096.75663116866,86.77072171574083,0.07258301532044628,21.0,22.0,22.0,65.0
Wyoming,2014,92732.0,1772633,112709,965213,694711,1775999,865932,555761,50715.0,287977,-3366,19115.65586852435,-36.29814950610361,0.16358751068658275,7.0,31.0,50.0,88.0
Alabama,2015,734974.0,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283.0,510091,-141577,10014.261728986332,-192.62858277979902,0.06952582171334765,42.0,43.0,20.0,105.0
Alaska,2015,130755.0,2920986,344111,2026555,550320,2968341,1484610,1068849,92766.0,281914,-47355,22339.38281518871,-362.16588275782954,0.09627753327283985,4.0,46.0,33.0,83.0
Arizona,2015,944978.0,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876.0,497662,327907,8709.733983225005,346.9996126893959,0.064605594723876,49.0,12.0,17.0,78.0
Arkansas,2015,479682.0,5308625,581412,4075118,652095,5350543,2620399,1772639,290396.0,511556,-41918,11066.967282491318,-87.3870605943104,0.09847102689321828,37.0,34.0,35.0,106.0
California,2015,6226523.0,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315.0,6373893,-117916,12566.89198771128,-18.937696046413063,0.08781643725350984,26.0,31.0,29.0,86.0
Colorado,2015,872320.0,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263.0,923360,90615,11060.501880044021,103.87816397652237,0.10180326598231122,38.0,21.0,36.0,95.0
Connecticut,2015,505366.0,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941.0,530491,557170,21963.95681545652,1102.5078853741645,0.05234966657482705,5.0,2.0,9.0,16.0
Delaware,2015,121845.0,2017075,137544,1142333,737198,1975093,1072395,583951,122741.0,103129,41982,16554.433911937296,344.5525052320571,0.05479126731469714,13.0,13.0,10.0,36.0
District of Columbia,2015,46155.0,1382282,146366,0,1235916,1360942,557345,379854,41841.0,381902,21340,29948.694615967936,462.35510778897196,0.28061592632162136,1.0,9.0,51.0,61.0
Florida,2015,2743641.0,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178.0,1681665,-305558,9830.546707823654,-111.36952684407326,0.06318462550842383,44.0,37.0,14.0,95.0
Georgia,2015,1717805.0,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277.0,1879063,83563,10818.84497949418,48.64521875300165,0.10278834816347887,40.0,25.0,37.0,102.0
Hawaii,2015,182384.0,2703683,259390,2381547,62746,2521004,1377713,835930,145560.0,161801,182679,14824.123826651461,1001.617466444425,0.06418117543645309,18.0,4.0,16.0,38.0
Idaho,2015,274131.0,2167967,232449,1381205,554313,2029520,1130814,663005,108684.0,75680,138447,7908.507246535415,505.03956137758956,0.038257330085234784,51.0,8.0,4.0,63.0
Illinois,2015,2047123.0,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075.0,2056951,-313201,15678.995351036552,-152.99569200287428,0.06712872476208223,14.0,41.0,18.0,73.0
Indiana,2015,1004215.0,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516.0,948358,1078007,12404.286930587574,1073.4822722225817,0.08825698325686042,30.0,3.0,30.0,63.0
Iowa,2015,505311.0,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267.0,842674,-58244,13287.678281296074,-115.26366930464604,0.13164576183489266,23.0,39.0,44.0,106.0
Kansas,2015,496920.0,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584.0,963767,-183993,12057.737664010303,-370.2668437575465,0.16173140759304447,32.0,47.0,48.0,127.0
Kentucky,2015,688475.0,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694.0,600859,-6016,10964.62616652747,-8.738153164602927,0.08237120789326025,39.0,30.0,26.0,95.0
Louisiana,2015,661015.0,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066.0,780338,11480,12781.46940689697,17.367230698244366,0.09667670347379907,25.0,27.0,34.0,86.0
Maine,2015,176176.0,2739589,183883,1060925,1494781,2596180,1406898,910381,109541.0,55686,143409,15550.296294614476,814.0098537825811,0.022431365724795833,15.0,6.0,1.0,22.0
Maryland,2015,874108.0,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104.0,1050651,608819,16578.777450841313,696.5031780969857,0.0779345599555529,12.0,7.0,24.0,43.0
Massachusetts,2015,916130.0,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880.0,1034539,12866,18540.14714068964,14.043858404374925,0.06327326015032719,9.0,28.0,15.0,52.0
Michigan,2015,1345009.0,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874.0,967476,1283093,14145.62727833048,953.9661072899884,0.05800305196548892,20.0,5.0,11.0,36.0
Minnesota,2015,807044.0,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322.0,1328863,-285623,14477.833922314025,-353.912549997274,0.11642404484110773,19.0,45.0,41.0,105.0
Mississippi,2015,490189.0,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117.0,407791,-32196,9368.51500135662,-65.68078843058494,0.08924935217284728,46.0,33.0,31.0,110.0
Missouri,2015,892779.0,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166.0,869078,83038,11899.239341427161,93.01070029648994,0.08571810978251747,33.0,23.0,28.0,84.0
Montana,2015,144447.0,1804339,214980,851068,738291,1804841,940488,581694,80426.0,160885,-502,12491.356691381614,-3.4753231288984887,0.09123086964337256,27.0,29.0,32.0,88.0
Nebraska,2015,312281.0,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067.0,449287,-35151,13605.35863533164,-112.5620835081225,0.10744182298154545,21.0,38.0,38.0,97.0
Nevada,2015,438948.0,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388.0,205794,162334,9899.62136745127,369.8251273499367,0.051318791753842165,43.0,11.0,7.0,61.0
New Hampshire,2015,183039.0,3093061,164905,1000063,1928093,3044720,1697165,938368,75581.0,125475,48341,16898.37138533318,264.10218587295606,0.04423446611405459,11.0,17.0,5.0,33.0
New Jersey,2015,1339230.0,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558.0,1290946,525512,21904.554856148683,392.39861711580534,0.047259199547229874,6.0,10.0,6.0,22.0
New Mexico,2015,326297.0,3789651,499789,2595682,694180,3846641,1773801,1256303,154435.0,587243,-56990,11614.1153611587,-174.65683104656188,0.15569378081766125,35.0,42.0,46.0,123.0
New York,2015,2631532.0,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851.0,4536014,-1382373,24211.07476557382,-525.3111115502301,0.07115771487806592,2.0,49.0,22.0,73.0
North Carolina,2015,1465031.0,13146934,1589570,8172685,3384679,14060699,7960222,4082387,746694.0,698847,-913765,8973.826492408693,-623.7171773157019,0.05181192379977981,48.0,50.0,8.0,106.0
North Dakota,2015,106061.0,1644533,158373,942772,543388,1804762,825445,483984,110836.0,303053,-160229,15505.539265139872,-1510.7249601644337,0.17585436930386614,16.0,51.0,49.0,116.0
Ohio,2015,1600222.0,24378660,1676820,10169760,12532080,22561728,11620080,7324444,922732.0,1750785,1816932,15234.548706366992,1135.4249597868295,0.08098721803700899,17.0,1.0,25.0,43.0
Oklahoma,2015,671715.0,6121188,688990,2993050,2439148,6184819,3000894,2041507,414086.0,663768,-63631,9112.775507469685,-94.72916341007719,0.10845430460005342,47.0,35.0,39.0,121.0
Oregon,2015,570376.0,7111710,577106,3678001,2856603,7011609,3650855,2272382,249968.0,477516,100101,12468.459402218887,175.50002103875337,0.07179913275568167,28.0,19.0,23.0,70.0
Pennsylvania,2015,1589429.0,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310.0,1663209,276540,18854.05702299379,173.9870104295316,0.06167204650266658,8.0,20.0,13.0,41.0
Rhode Island,2015,134574.0,2367068,184718,908963,1273387,2326473,1322055,792525,90209.0,50889,40595,17589.341180317148,301.6555946913966,0.022560400908285667,10.0,15.0,2.0,27.0
South Carolina,2015,737401.0,8759944,836137,4094766,3829041,8783362,4123140,2893109,447019.0,928112,-23418,11879.484839320803,-31.757483377429647,0.1106030235789584,34.0,32.0,40.0,106.0
South Dakota,2015,132836.0,1415149,206853,425614,782682,1464781,709363,426257,70128.0,222592,-49632,10653.354512330994,-373.63365352765817,0.15583964602265568,41.0,48.0,47.0,136.0
Tennessee,2015,994530.0,9455920,1122775,4385403,3947742,9562527,5343272,2862499,560697.0,553396,-106607,9507.92836817391,-107.19334761143455,0.05937811968071637,45.0,36.0,12.0,93.0
Texas,2015,5004866.0,55582029,5830972,20967429,28783628,56255791,26745844,15145619,2783770.0,6765205,-673762,11105.597832189713,-134.6213864666906,0.1315153070819498,36.0,40.0,43.0,119.0
Utah,2015,573913.0,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400.0,606254,167122,8198.2530453222,291.19744630283685,0.13740924816501784,50.0,16.0,45.0,111.0
Vermont,2015,85184.0,1996795,105333,1546600,344862,1969415,983532,566649,61871.0,58856,27380,23440.963091660407,321.42186326070623,0.03522396206134629,3.0,14.0,3.0,20.0
Virginia,2015,1279867.0,15857524,1012205,6240349,8604970,16113212,8755896,5075509,627473.0,1086722,-255688,12389.97802115376,-199.7770080797458,0.06990543948126801,31.0,44.0,21.0,96.0
Washington,2015,1072359.0,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926.0,1601069,79304,12784.37724679888,73.95284601518708,0.1215912718088774,24.0,24.0,42.0,90.0
West Virginia,2015,279565.0,3478401,362959,1979466,1135976,3466981,1819903,1161944,233836.0,232738,11420,12442.190546026863,40.849176399048524,0.06749117929626341,29.0,26.0,19.0,74.0
Wisconsin,2015,861813.0,11637376,814385,5869265,4953726,11553677,5723474,3691809,513402.0,894823,83699,13503.365579307809,97.11967677442786,0.08267402768122867,22.0,22.0,27.0,71.0
Wyoming,2015,93867.0,1962874,120290,1116917,725667,1942406,895910,565489,52520.0,409425,20468,20911.22545729596,218.0532029360691,0.2128714364149107,7.0,18.0,50.0,75.0
Alabama,2016,734652.0,7498567,797631,4097696,2603240,7708845,3865453,2439634,602452.0,610743,-210278,10206.964658096622,-286.22803722034377,0.08123438306783384,42.0,44.0,25.0,111.0
Alaska,2016,132477.0,2494691,307320,1613675,573696,2623014,1251738,983877,91536.0,255041,-128323,18831.125402900125,-968.6436136084,0.09876918525036094,9.0,50.0,37.0,96.0
Arizona,2016,938274.0,8503034,1160908,3440726,3901400,7987011,3872250,2913176,490641.0,528694,516023,9062.420998556925,549.9704777069385,0.06773993463733226,49.0,8.0,17.0,74.0
Arkansas,2016,479177.0,5401016,593656,4122377,684983,5434193,2658253,1802769,289916.0,518181,-33177,11271.442494109693,-69.23746340078927,0.09834300572828208,39.0,33.0,36.0,108.0
California,2016,6217031.0,89217262,7709079,50904567,30603616,85320133,42587272,26058021,3995951.0,6786142,3897129,14350.461176725676,626.8472844996269,0.08543831468909224,21.0,6.0,27.0,54.0
Colorado,2016,880678.0,10123271,713914,4365019,5044338,9878524,4786838,3333043,399899.0,880204,244747,11494.860777718985,277.907475831121,0.09363888278958772,37.0,13.0,30.0,80.0
Connecticut,2016,499494.0,11419673,468595,4411204,6539874,10826431,6110631,3307162,380996.0,620905,593242,22862.482832626618,1187.6859381694276,0.05958956184317889,4.0,3.0,12.0,19.0
Delaware,2016,121225.0,2043577,134412,1172219,736946,2041952,1126775,588181,130187.0,104579,1625,16857.719117343782,13.404825737265416,0.053637903249796635,12.0,29.0,8.0,49.0
District of Columbia,2016,48336.0,1329719,154922,0,1174797,1322563,594396,369131,43753.0,315283,7156,27509.909798080105,148.04700430321085,0.23838788776035622,1.0,20.0,51.0,72.0
Florida,2016,2776933.0,28125598,3147329,10963807,14014462,27945116,15212112,8286140,1841593.0,1983363,180482,10128.295497226616,64.99328575806474,0.07258895075570922,44.0,27.0,19.0,90.0
Georgia,2016,1727085.0,19403453,1807371,8771192,8824890,19158388,10534931,5554271,1029127.0,1834767,245065,11234.799097901956,141.8951586053958,0.09680566172407927,40.0,22.0,32.0,94.0
Hawaii,2016,181995.0,3030519,261131,2710361,59027,2733094,1468044,901508,146892.0,216650,297425,16651.660759910985,1634.248193631693,0.07926913600483554,13.0,1.0,24.0,38.0
Idaho,2016,274849.0,2266490,240322,1454830,571338,2100980,1171313,689190,111297.0,74932,165510,8246.309791922109,602.185199873385,0.03661055770858129,51.0,7.0,3.0,61.0
Illinois,2016,2030717.0,32908958,2331724,12053316,18523918,33037244,17804976,10426170,992684.0,2015647,-128286,16205.585514869872,-63.172761147909824,0.06452243102533374,16.0,32.0,15.0,63.0
Indiana,2016,1002696.0,12732161,954837,7780711,3996613,11535287,5730602,3663349,565820.0,986746,1196874,12697.927387762593,1193.6559036836688,0.09014246266643536,28.0,2.0,29.0,59.0
Iowa,2016,508014.0,6919477,464852,3583134,2871491,6972412,3447707,1978260,268349.0,889597,-52935,13620.642344502317,-104.19988425515832,0.1351167611115153,25.0,35.0,41.0,101.0
Kansas,2016,495545.0,6069563,453922,3949517,1666124,6134836,3006786,1685306,249622.0,964098,-65273,12248.25797858923,-131.71962183050985,0.163245629898141,33.0,38.0,48.0,119.0
Kentucky,2016,686440.0,7745928,880296,4269100,2596532,7786281,3917968,2425472,490641.0,736079,-40353,11284.202552298817,-58.78590991200979,0.09723427245923467,38.0,31.0,33.0,102.0
Louisiana,2016,660561.0,8397136,1021465,3480353,3895318,8248660,4095916,2789031,421043.0,577609,148476,12712.128024512498,224.7725796709161,0.07326717150377639,27.0,18.0,22.0,67.0
Maine,2016,179879.0,2845391,185803,1074641,1584947,2706103,1437164,938187,116281.0,95951,139288,15818.361231716877,774.3427526281556,0.03708132260878202,17.0,5.0,4.0,26.0
Maryland,2016,879196.0,14409321,823599,6334951,7250771,13992191,7779504,4338868,397653.0,1055665,417130,16389.202180173703,474.4448336889613,0.07778434373316809,15.0,10.0,23.0,48.0
Massachusetts,2016,921029.0,17484704,765043,6770086,9949575,17037880,9991819,4970289,504388.0,945525,446824,18983.879986406508,485.13564719460516,0.05761173471566969,8.0,9.0,10.0,27.0
Michigan,2016,1335713.0,19416061,1552824,10727785,7135452,18001445,9113469,5899097,847846.0,1062838,1414616,14536.102441168125,1059.0718215664592,0.0628034213286455,20.0,4.0,13.0,37.0
Minnesota,2016,811157.0,12186135,634332,7887346,3664457,12848946,6548885,3016934,954208.0,1743709,-662811,15023.15211481871,-817.118017843648,0.1421841598677597,18.0,49.0,43.0,110.0
Mississippi,2016,486245.0,4755399,690724,2411621,1653054,4631356,2407637,1551274,287245.0,335067,124043,9779.841437958232,255.10390852348095,0.07313920322149783,45.0,15.0,21.0,81.0
Missouri,2016,891554.0,10893231,924655,4568867,5399709,10719882,5488433,3298811,630287.0,890008,173349,12218.251502432831,194.43466127682674,0.08634534392739139,34.0,19.0,28.0,81.0
Montana,2016,145240.0,1800909,220340,840804,739765,1879789,973199,599074,85351.0,179414,-78880,12399.538694574498,-543.1010740842743,0.09766482783698541,30.0,47.0,34.0,111.0
Nebraska,2016,315542.0,4398811,346826,1437048,2614937,4640422,2526973,1149107,206577.0,641968,-241611,13940.492866242847,-765.7015547850999,0.14188313948669778,22.0,48.0,42.0,112.0
Nevada,2016,441623.0,4482886,401323,2816911,1264652,4374249,2288790,1505591,184055.0,224494,108637,10150.934167830932,245.99488704166222,0.0534136899734233,43.0,17.0,7.0,67.0
New Hampshire,2016,179682.0,3150473,169166,1004753,1976554,3124778,1743022,959654,76229.0,137180,25695,17533.603811177523,143.00263799378902,0.04704252448059642,11.0,21.0,5.0,37.0
New Jersey,2016,1364473.0,30012666,1187430,11681799,17143437,29665476,15831343,9549742,1375737.0,1414861,347190,21995.793247649457,254.44988651296143,0.050222807064810436,5.0,16.0,6.0,27.0
New Mexico,2016,319861.0,3765069,506995,2591444,666630,3729397,1733158,1212080,156882.0,551143,35672,11770.953632984327,111.52344299555119,0.1508632146111572,35.0,23.0,46.0,104.0
New York,2016,2590945.0,66912661,3369803,27437593,36105265,68282026,43964520,15883500,1599317.0,4656189,-1369365,25825.581399836738,-528.5195170102029,0.0704378311075267,2.0,46.0,18.0,66.0
